title,label
Debt Day: A Symbol of Washington’s Arrogant Culture of Borrowing and Spending (Boehner Op-Ed on Townhall.com),REAL
'This Week' Transcript: Former Vice President Dick Cheney,REAL
Transcript: Blue-Ribbon Panel on Health Care,REAL
Republican response to President Barack Obamas Weekly radio address,REAL
The Colbert Report,REAL
,REAL
,REAL
,REAL
,REAL
U.S. Senate: U.S. Senate Roll Call Votes 105th Congress,REAL
Striking it Richer The Evolution of Top Incomes in the United States update with 2007 estimates,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
China's Space Threat: How Missiles Could Target U.S. Satellites,REAL
Job Openings and Labor Turnover Survey News Release,REAL
"'This Week' Transcript: Goolsbee, Brown & Corker",REAL
,REAL
,REAL
Analysis of the 2008 Presidential Candidates’ Tax Plans,REAL
"U.S. considers 3,000 more troops for Afghanistan",REAL
"3rd Democratic debate transcript, annotated: Who said what and what it meant",REAL
"Joni Ernst ""Promises"" Ad",REAL
,REAL
Testimony on the Alternative Minimum Tax,REAL
Obama Criticizes McCain on Lobbyists,REAL
SECRET VIDEO: Romney Tells Millionaire Donors What He REALLY Thinks of Obama Voters,REAL
Peace Through Strength and American Pride vs. “Enemy-Centric” Policy,REAL
'This Week' Transcript: Sen. Dianne Feinstein and Rep. Mike Rogers,REAL
,REAL
There’s another choice – Gov. Gary Johnson – Medium,REAL
Florida Democrats Ask HHS to Protect Floridians from High Insurance Premiums in Marketplace,REAL
Giuliani in New Hampshire,REAL
Sale of the Etch A Sketch Brand,REAL
"Transcript of second McCain, Obama debate",REAL
"Romney For President Launches New Television Ad, ""Remember""",REAL
Mike Gravel 2008,REAL
letter filed on behalf of Sen Barack Obama and the Obama Exploratory Committee,REAL
School kids taught to praise Obama,REAL
Reps Cummings and Cole Interviewed on MSNBC,REAL
Local News Headlines Hawaii,REAL
Michael Bennet for US Senate,REAL
U.S. Senator Rand Paul of Kentucky,REAL
H.R.6060 - 109th Congress (2005-2006): Department of State Authorities Act of 2006,REAL
spreadsheet with key indicators from OECD Health Data 2009 health care expenditures per capita,REAL
Transcripts,REAL
"Care Without Coverage: Too Little, Too Late",REAL
Rep Mike Pence Web site,REAL
the Border Security Economic Opportunity and Immigration Modernization Act as passed by the Senate,REAL
White and Blue Fund ad,REAL
Pledge of Allegiance E-mail,REAL
McCain spoke up early,REAL
"Ad says Obama apologized, showed weakness on Iran",REAL
Hillary Clinton Remarks at National Urban League Conference,REAL
Friend of Israel also woos Palestinians Visiting Obama focuses on Israels right to defend itself,REAL
Transcripts,REAL
,REAL
"Saudi Arabia Energy Data, Statistics and Analysis",REAL
U.S. Solar Market Insight Report,REAL
FrontPage Magazine,REAL
Obama: Gitmo inspires jihadists,REAL
RAW DATA: Dick Cheney's Remarks to the Center for Security Policy,REAL
Critical Mention,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Monthly Treasury Statement of Receipts and Outlays of the United States Government,REAL
Remarks of Senator Barack Obama An Agenda for MiddleClass Success,REAL
Is The End In Sight For Supermax?,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Tim Kaine's Speech in Spanish at an Arizona Rally: Read Now,REAL
Trump's Tough Talk on Hedge-Fund Taxes Doesn't Match His Plan,REAL
Crime in Chicago: Explore your community,REAL
,REAL
John McCain for President,REAL
Des Moines Register,REAL
New York Election Results November 7,REAL
Sanders Supports Gun Safety Bill,REAL
,REAL
"""On and On""",REAL
Sasse Statement on Trade War,REAL
Monthly Budget Review,REAL
'This Week' Transcript: Hillary Clinton,REAL
Centers for Disease Control and Prevention,REAL
,REAL
,REAL
"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page",REAL
"NRA President David Keene Rejects White House Gun Control Approach | PBS NewsHour | Jan. 15, 2013",REAL
Let’s Not Be Civil,REAL
Average cable TV bill cited in article on industry study,REAL
U.S. Department of Education Budget History,REAL
,REAL
,REAL
LexisNexis(R) Publisher,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Transcript: Bob Barr on 'FOX News Sunday',REAL
"The first Trump-Clinton presidential debate transcript, annotated",REAL
Border Security The Role of the US Border Patrol,REAL
Pelosi urges minimum-wage hike,REAL
Clinton's Lead Over Trump Shrinks to 3 Points: New NBC News/WSJ Poll,REAL
FindArticles.com,REAL
All Nobel Peace Prizes,REAL
U.S. Senator John McCain,REAL
H.R.1025 - 103rd Congress (1993-1994): Brady Handgun Violence Prevention Act,REAL
,REAL
,REAL
Hillary Clinton Transcript: Read Full Text of Clinton Campaign Launch,REAL
John Hagee discusses Catholic Church,REAL
“Put Palin’s WolfKilling Record on Television”,REAL
Transcripts,REAL
"The Hill: Op-Ed: Go natural, go nuclear",REAL
Amendment to to declare English as the national language of the Government of the United States,REAL
Declining Business Dynamism in the United States A Look at States and Metros,REAL
Nexis®: Sign In,REAL
Rep. Vern Buchanan on Twitter,REAL
Transcripts,REAL
Ivanka Trump: Father feels 'vindicated' after Comey hearing,REAL
,REAL
"McCain touts 'Gang of 14,' immigration reform",REAL
Planned Parenthood® Action Center,REAL
CPD: 2008 Debate Transcript,REAL
More Czars Than the Romanovs,REAL
"Impact of Senator Obama's Tax Proposals as Described by Economic Advisors on Workers, Distribution of Federal Tax Change by Cash Income Percentile, 2009",REAL
"He says universal, but it's no guarantee",REAL
Obama addresses key concerns for Floridians,REAL
Chairmans Mark Americas Healthy Future Act of 2009,REAL
Op-ed by President Obama: President Obama Reflects on the Impact of Title IX,REAL
'This Week' Transcript: Adm. Mike Mullen,REAL
Obama Demands Investigation into Subprime Loan Discrimination,REAL
LexisNexis(R) Publisher,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Hillary Clinton Transcript: Building the ‘Growth and Fairness Economy’,REAL
Topic A: How Can President Obama Regain His Political Footing?,REAL
AUTOS: The Dinosaur Hunter,REAL
,REAL
3/8/14 Sen. Rob Portman (R-OH) delivers Weekly GOP Address on American jobs,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Forget Kiev. The Real Fight Will Be for Crimea,REAL
2008 Presidential Election,REAL
Public financial disclosure report,REAL
McCain Campaigns In Nashville,REAL
H1N1 vaccinations to be offered to Guantanamo Bay detainees,REAL
Inquiry Sought in Hillary Clinton’s Use of Email,REAL
"CNN's Don Lemon: Bill O'Reilly's Criticism Of Black Community ""Doesn't Go Far Enough""",REAL
,REAL
,REAL
,REAL
,REAL
FY 2010 President's Budget,REAL
"""Give Me a Break"" Americans Against Food Taxes TV Ad 2011",REAL
Barack Obama on Twitter,REAL
,REAL
Text - H.R.2122 - 106th Congress (1999-2000): Mandatory Gun Show Background Check Act,REAL
Noted and Quoted,REAL
,REAL
The Associated Press: Obama Hits Clinton on NAFTA Support,REAL
"Democratic debate: Bernie Sanders really isn't as ""socialist"" as President Eisenhower",REAL
"'This Week' Transcript: Madeleine Albright, Sen. Lindsey Graham, Sen. Kent Conrad and David Cote",REAL
"Oct. 11: Levin, Graham, McCaffrey, Myers, roundtable",REAL
US Foreign Economic and Military Aid by Major Recipient Country The New York Times,REAL
2011 Text of President Barack Obama’s proposed jobs bill Email interview with Lynne Bernabei,REAL
Republican consultant says Barack Obama promised to halve federal deficit in his first term,REAL
2011 Urban InstituteBrookings Institution Tax Policy Center,REAL
"DNC TV AD: ""Trapped""",REAL
Fox News Sunday,REAL
Remarks by the President in Twitter Town Hall,REAL
Press release AIG Discloses Counterparties to CDS GIA and Securities Lending Transactions,REAL
2011 via CQ subscribers only Tax Foundation,REAL
Barack Obama’s Remarks in St. Paul,REAL
The Fact Hub,REAL
"Key Facts: Race, Ethnicity and Medical Care",REAL
"Senator Biden’s Remarks in Springfield, Ill.",REAL
Rockefeller: An Opportunity We Cant Pass Up,REAL
"Call 'Islamic terrorism' what it is: a threat to West, Jeb Bush says",REAL
Obama administration opens the door for states to seek major changes in welfaretowork law,REAL
Remarks by the President at CNBC Town Hall Discussion on Jobs,REAL
Q&A: Did slaves build the White House?,REAL
"Health Reform Carries Heavy Price, Insurers Claim",REAL
Obama’s Remarks at the White House Health Care Forum,REAL
"Remarks by the President at Campaign Event -- Colorado Springs, CO",REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
"If Democrats Lose, Blame These Guys",REAL
"McCAIN, John Sidney, III",REAL
REMARKS BY THE PRESIDENT AND FIRST LADY AT A CAMPAIGN EVENT,REAL
"As Dems’ “Stimulus” Anniversary Nears, Americans Ask: “Where are the Jobs?”",REAL
Rep Poe Interviewed on Fox Business Network,REAL
Senate Democrats news conference on the Senate Climate Action Task Force,REAL
'This Week' Transcript: Kaine and Steele,REAL
RACE FOR CITY HALL: The Republican Candidate; A Mercurial Mayor's Confident Journey,REAL
Encounters With 'Regular Guy' Fred Thompson -- New York Magazine,REAL
US Trade in Goods,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Remarks by the President on Responsible Homeownership,REAL
"Washington Post: Breaking News, World, US, DC News & Analysis",REAL
interview with Bloomberg television,REAL
Obamacare vs. the Catholic bishops,REAL
FDIC: FIL-14-2005: Revised Examination Guidance,REAL
Justices 1789 to Present,REAL
A Preliminary Analysis of the President’s Budget and an Update of CBO’s Budget and Economic Outlook,REAL
"S.1591 - 104th Congress (1995-1996): A bill to prohibit campaign expenditures for services of lobbyists, and for other purposes.",REAL
Teamsters Tout ANWR on Capitol Hill,REAL
,REAL
Senate Passes Obama-Hagel Provision Aimed at Preventing Nuclear Terrorism,REAL
Transcript: House Majority Leader Boehner on 'FNS',REAL
John McCain for President,REAL
"Background Briefing on GM Restructuring, May 31, 2009",REAL
Georgia crisis triggers war of words on White House trail,REAL
Social Security Trustees Report 2007,REAL
U.S. Senator Debbie Stabenow of Michigan,REAL
Hillary Clinton Sits Down With Bill OReilly,REAL
The Committee on Energy and Commerce,REAL
Writers May Have Pact. Huckabee Crosses Picket Line—Again,REAL
"Latest World News, Videos & Photos -ABC News - ABC News",REAL
Economy Protect Homeownership and Crack Down on Mortgage Fraud,REAL
Congressman Pence Discusses House Republican Energy Bill on MSNBC's Morning Joe,REAL
"Switchboard, from NRDC :: Barbara Finamore's Blog :: China’s Carbon Intensity Target",REAL
Transcript: Vice Presidential Debate,REAL
comments at the CNN Republican presidential debate in Las Vegas,REAL
"Palin: Pioneer, maverick -- and now game-changer",REAL
Why the Public Option Isn't the Only Answer to Health-Care Reform,REAL
One in Four – Congressman Joe Pitts – Medium,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Congressman Allen West : Final Weekly Wrapup,REAL
United States Senator Jim DeMint,REAL
Rebooting: You and your doctor under Obamacare,REAL
Card Penalty Fees Soften Slightly In 2010,REAL
Assistant professor of economics at the Gatton College of Business and Economics at University of Kentucky,REAL
"President Trump Campaigns Rick Saccone Pennsylvania, Mar 10 2018",REAL
Daily Fuel Gauge Report Aug 1,REAL
Public Citizen,REAL
WATCH FULL Ted Cruz presser on new deal with Kasich (UPDATE: PART TWO ADDED),REAL
Protecting Our Children from the Dangers of Smoking,REAL
Part 1 of CNN Democratic presidential debate,REAL
"9/11 families, others rally in favor of NYC mosque",REAL
Resource Not Available,REAL
"McCain, Obama go head to head in last debate",REAL
Take action,REAL
Transcripts,REAL
'This Week' Transcript: Gen. Jim Jones (Ret.),REAL
Renewing Americas Promise,REAL
"Earmark reform? 2009 spending bill contains 9,000 of them",REAL
Dean Ralph Reed Fundraiser Reveals McCain Double Talk on Ethics,REAL
"Leonard Lance claims federal tax code contains 4 million words, is 7 times as long as Bible",REAL
Public Campaign Action Fund,REAL
TSA: Frequently Asked Questions,REAL
Rep Jan Schakowsky on MSNBC,REAL
Donald J. Trump on the Stakes of the Election,REAL
MoveOn.org Political Action: 10 things to know about McCain,REAL
United States Department of Defense,REAL
MoveOn.org Political Action: General Petraeus or General Betray Us?,REAL
MoveOn.org Political Action: 10 things to know about McCain,REAL
The CNN Democratic presidential debate in Texas,REAL
"New York Officials Welcome Immigrants, Legal or Illegal",REAL
A Senate in the Gun Lobby’s Grip,REAL
public information officer for Palm Beach County Property Appraisers Office,REAL
Estonia Might Have The Most Efficient Tax Filing System In The World,REAL
Remarks by the President on the Resurgence of the American Auto Industry,REAL
"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress",REAL
当ブログでは福岡県内にある不動産会社についてさまざまな情報をまとめています。福岡市の分譲マンションやマンション経営で頼りになる企業をご紹介！,REAL
Text of H.R. 3338 (107th): Department of Defense and Emergency Supplemental Appropriations for Recovery from and Response to ... (Passed Congress version),REAL
Mourning in America,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
The Democratic Debate in Cleveland,REAL
Interest Group Ratings,REAL
First Presidential Debate,REAL
Town Hall Meeting in Derry NH,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
,REAL
John McCain,REAL
McCain-Palin 2008,REAL
Political TV Ad Archive » PolAd,REAL
Public Views on Health Care Overhaul Top Week's News,REAL
"Most heroin in U.S. now comes across Mexican border, Rob Portman says",REAL
Democratic National Convention Committee,REAL
"Rick Santorum: By amending constitution, we can balance the budget for good",REAL
Social Security Online History Pages,REAL
Notice: Data not available: U.S. Bureau of Labor Statistics,REAL
Clinton campaign’s claim that Trump would ‘force schools to allow guns in classrooms’,REAL
Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act,REAL
foreign policy speech,REAL
,REAL
,REAL
Justice Department Memos on Interrogation Techniques,REAL
PolitiFact’s annotated transcript of the second presidential debate,REAL
Debbie Wasserman Schultz on Twitter,REAL
Remarks by President Trump in a Listening Session on Healthcare,REAL
Romney campaign ad,REAL
What Carly is doing tonight – Carly Fiorina – Medium,REAL
Children - Obama for America TV Ad,REAL
2007 Kaiser/HRET Employer Health Benefits Survey,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
"Most heroin in U.S. now comes across Mexican border, Rob Portman says",REAL
Rule by Rentiers,REAL
2011 Urban Institute and the Blue Cross Blue Shield of Massachusetts Foundation,REAL
Donald Trump featured in new jihadist recruitment video,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
interview on Fox News,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Has the potency of pot changed since President Obama was in high school?,REAL
Change We Can Believe In,REAL
Peanut Product Recall Took Company Approval,REAL
Action for 25th Legislature,REAL
Democratic National Convention Committee,REAL
Iraq pullout could create chaos,REAL
In Obama's Words,REAL
"For Education Secretary, Stimulus Means Dollars and Risk",REAL
VIDEO: Special Preview Of Jersey Shore In Miami!,REAL
Obama Promises Abortion in Public Plan,REAL
Popular baby names,REAL
Top Presidential Candidate 2008 Websites,REAL
speech in Cincinnati,REAL
Louise Slaughter on Twitter,REAL
Laws Affecting Reproductive Health and Rights: 2013 State Policy Review,REAL
Fox News Sunday,REAL
International Energy Statistics,REAL
,REAL
Donald Trump Sets Conditions for Defending NATO Allies Against Attack,REAL
The State of Working America 20067 pdf,REAL
"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",REAL
Trump on Prejean: Same as Obama,REAL
"Donald Trump, Billy Bush: Interview Scrambles Race",REAL
Transcript: Interview with Donald Trump,REAL
Rep. Michael McCaul (R-TX) Appears on Face the Nation,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Energy and Commerce Committee,REAL
Meet Barack Obama,REAL
,REAL
,REAL
,REAL
Redirect Notice,REAL
"Carolyn B. Maloney on Twitter: ""Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:",REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Fiscal Year 2011 Email interview with Todd Harrison of the Center for Strategic and Budgetary Assessments,REAL
"Shields and Gerson on Cabinet Noms, Gun Laws, Boehner's Leadership | PBS NewsHour | Dec. 21, 2012",REAL
U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress,REAL
CQ Vote Studies,REAL
CPAC 2013 - Former Governor Sarah Palin (R-AK),REAL
,REAL
"""One Hundred Percent"" by Club for Growth Action",REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Browse Congressional Bills,REAL
Executive Order Protecting the Nation from Foreign Terrorist Entry into the United States,REAL
Debbie Wasserman Schultz on Twitter,REAL
"Senator Charles Schumer NY November Midterm Elections, Nov 25 2014",REAL
CHIP Enrollment: June 2011 Data Snapshot,REAL
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",REAL
Memorial Day,REAL
'This Week' Transcript: Target Libya,REAL
Administration Is Seeking $700 Billion for Wall Street,REAL
Family Policy Alliance,REAL
HillaryClinton.com,REAL
"This Labor Day, we need protests",REAL
Breaking down barriers for African Americans – Hillary for America – Medium,REAL
WarOnPoverty50,REAL
Supreme Court Vacancy Video,REAL
U.S. House Committee on Foreign Affairs,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Remarks by the President on Oil and Gas Subsidies,REAL
Have You Been to Iraq — 76 Sens Say They Have by Patrick Fitzgerald,REAL
House GOP Introduces Keep Terrorists Out of America Act,REAL
Should ISIS' gains lead to more U.S. troops in Iraq?,REAL
,REAL
Resource Not Available,REAL
,REAL
,REAL
,REAL
Individual Income Tax Returns Publication 1304 (Complete Report),REAL
Transcripts,REAL
State of the Union 2013,REAL
,REAL
,REAL
,REAL
Statement by the President,REAL
,REAL
,REAL
,REAL
,REAL
Ron Paul Praises Embattled RNC Chief Michael Steele For Leadership On Afghanistan,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Palin tries new tactic to unload hated jet: Gov. Sarah Palin background,REAL
Barasso Ready to Question Kagan,REAL
Transcript Briefing by Press Secretary Robert Gibbs,REAL
Israel should welcome Rouhani's election victory,REAL
Uniform Crime Reports,REAL
,REAL
Political TV Ad Archive » PolAd,REAL
Keeping His Word: Lowering the Cost of Medicare Prescriptions,REAL
Rand Paul: Will Donald Trump betray voters by hiring John Bolton?,REAL
ABC News: ABC News,REAL
,REAL
Political Figures: C (2),REAL
,REAL
,REAL
,REAL
,REAL
,REAL
Rep. Ross: We need to get government running again,REAL
President Barack Obama in Portsmouth Town Hall,REAL
“Put Palin’s WolfKilling Record on Television”,REAL
2007 Federal Tax Rate Schedules,REAL
Web Ad A Tale of Two Mitts,REAL
McCain in Colorado,REAL
"Vladimir Putin's Approval Rating Hits All-Time High, Boosted by Syria Airstrikes",REAL
"Penniless California issues IOUs to firms, clinics, taxpayers and students",REAL
"As Americans Save Money, their Government Spends with Reckless Abandon",REAL
Rand Paul: We Must Demilitarize the Police,REAL
Remarks by the President at the Associated Press Luncheon,REAL
eCFR — Code of Federal Regulations,REAL
CQ Transcriptswire > Login,REAL
Morgan Griffith says EPA treats milk spills same way as oil spills,REAL
CQ Vote Studies,REAL
GDP and the Economy Final Estimates for the Third Quarter of 2007,REAL
Transcript of Wednesday's presidential debate,REAL
Obama Exclusive Concedes Senate Voteainst Raising Debt Limit Was Political,REAL
The page you're looking for may have been moved or renamed,REAL
‘Americans need to stand together’: Hillary Clinton’s remarks following the Orlando shooting,REAL
Sen. Barack Obama's answer to meeting energy demands,REAL
Statement by the President,REAL
"'This Week' Transcript: Hoyer, Boehner and Bill Gates",REAL
Arizona Department of Public Safety,REAL
Sen. Gregg: President Obama's Budget Proposal Is a 'Disaster',REAL
School Choice FAQ,REAL
"Data on Campaign Finance, Super PACs, Industries, and Lobbying",REAL
"Department of Homeland Security Appropriations Act, 2007 (2006; 109th Congress H.R. 5441)",REAL
Poor and the nearpoor 1959 to 2006,REAL
Cain said food stamp program use up under Obama,REAL
Testimony on CBO’s Assessment of the Air Force’s Plan to Acquire 100 Boeing Tanker Aircraft,REAL
Fox News Sunday,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Illinois General Assembly,REAL
Health Insurance Coverage in the United States 2015,REAL
Top Picks (Most Requested Statistics) : U.S. Bureau of Labor Statistics,REAL
The Republican Road to Recovery,REAL
Democratic National Convention,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
,REAL
60 Minutes Transcript,REAL
,REAL
Bureau of Labor Statistics Data,REAL
The Texas Unmiracle,REAL
Indictment US v Vince McMahon and Titan Sports New Haven Register,REAL
Barack Obama Challenges John McCain To Duel Over Taxes,REAL
A comprehensive investigation of voter impersonation finds 31 credible incidents out of one billion ballots cast,REAL
LexisNexis(R) Publisher,REAL
The Des Moines Register,REAL
The Gingrich Tragedy,REAL
Obama Criticizes McCain on Lobbyists,REAL
Cravaack Passes Amendment to Improve US Aviation Security in Opposition to Obamas Planned Disarming of Federal Flight Deck Officers,REAL
Barack Obama says U.S. oil production last year was highest since 2003,REAL
TG-162: Treasury Announces $68 Billion in Expected CPP Repayments,REAL
"Current-Law Distribution of Federal Taxes By Cash Income Percentiles, 2007",REAL
Part I: CNN/YouTube Democratic presidential debate transcript,REAL
"Table of Known Nuclear Tests Worldwide, 1945-1996",REAL
Remarks by the President at GOP House Issues Conference,REAL
"Hillary Rodham Clinton, Senator for New York: Floor Speech of Senator Hillary Rodham Clinton on S.J. Res. 45, A Resolution to Authorize the Use of United States Armed Forces Against Iraq",REAL
TPMtv Extra: South Carolina Ronald Reagan Debate,REAL
,REAL
,REAL
a director of research for the foreign policy program at the Brookings Institution,REAL
Massachusetts Department of Elementary and Secondary Education,REAL
Expanding Opportunity — #KempForum16 – Paul Ryan – Medium,REAL
Country of Origin Labeling (COOL),REAL
,REAL
,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Mike Huckabee: Fried Squirrel Out of a Popcorn Popper,REAL
Transcript of Wednesday's presidential debate,REAL
"McConnell, Webb, Jindal express uncertainty over Iran nuclear deal",REAL
"Remarks by the President on Comprehensive Immigration Reform in El Paso, Texas",REAL
Kerry-McCain: Welcome To Massachusetts!,REAL
"Obama Urges Bernanke, Paulson to Fight Foreclosures, Hold Homeownership Summit",REAL
Schneiderman suing Trump over DACA cites 'discriminatory animus',REAL
Americas 5 Best Governors,REAL
